Consent,Role,Industry/Company,Company_Size,Sentiment,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Overall,Behavior (Q1-Q6),Emotion (Q7-Q12),Decision (Q13-Q21)
TRUE,CFO,Retail,Large: 250 or more employees,0,0.3,-0.1,0,-0.1,0.2,-0.1,0.1,0.1,-0.2,0.3,0,-0.3,0.3,0.2,-0.3,0.3,-0.1,0.1,0.3,0.2,0,0.05,0.03,0.00,0.07
TRUE,CTO,Finance,Large: 250 or more employees,0,0,0.1,0.2,0,0.2,0.3,-0.1,0.2,0.1,0.1,-0.1,0.3,0.1,-0.2,-0.2,0.1,0.1,0.3,-0.3,0,0,0.05,0.13,0.08,0.02
TRUE,Marketing Manager,Education,Micro: 1 to 9 employees,0,-0.2,0.2,0.1,0.3,0.3,0,0.2,0,0.3,-0.1,0.3,0,-0.3,0.1,-0.3,-0.1,0.3,0.3,-0.2,0,0,0.05,0.12,0.12,-0.02
TRUE,CFO,Entertainment,Micro: 1 to 9 employees,0,0.2,-0.2,0.3,0.3,0.3,0.3,-0.3,0.3,0.3,0.3,-0.3,0,0.2,-0.3,-0.3,-0.3,0.3,0.2,-0.1,0.3,-0.2,0.05,0.20,0.05,-0.02
TRUE,CIO,Education,Micro: 1 to 9 employees,0,-0.3,0.1,0.2,-0.3,-0.3,0.3,0.3,-0.1,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0,0.3,-0.3,-0.3,-0.2,-0.2,0.05,-0.05,0.22,0.05
TRUE,Sales,Finance,Micro: 1 to 9 employees,0,0.3,0.3,0,0,0.3,-0.3,0.2,0,-0.2,0.2,-0.2,-0.2,-0.3,-0.3,0.3,0.2,0.2,-0.2,0.3,0,0.3,0.04,0.10,-0.03,0.03
TRUE,CEO,Finance,Micro: 1 to 9 employees,0.25,0,-0.2,-0.3,0.3,0,-0.2,0.3,0,0,-0.1,0.1,0.3,0,-0.1,0.3,0.2,0.3,-0.3,-0.2,-0.3,0.2,0.04,-0.07,0.10,0.04
TRUE,Public Relations,Retail,Large: 250 or more employees,0.25,0.2,0.3,0.2,-0.3,-0.3,-0.1,0.2,-0.1,0,0.1,-0.1,0.1,0.1,-0.3,0.1,0.1,0.2,-0.1,-0.3,0.1,0,0.04,0.00,0.03,0.00
TRUE,CTO,Hospitality,Medium: 50 to 249 employees,0.29,0.3,-0.2,-0.2,0.1,0.1,0.1,-0.3,-0.3,-0.3,-0.1,0.1,0.2,0,0.3,-0.3,0.2,0,0.1,-0.1,0.3,0,0.04,0.03,-0.12,0.07
TRUE,Technology,Hospitality,Small: 10 to 49 employees,0.2,0,0,0,-0.3,0,0.3,0.2,-0.3,-0.1,0,0.3,-0.1,0.2,0.3,-0.1,0,-0.1,0.3,-0.1,-0.1,0,0.04,0.00,0.00,0.03
TRUE,Technology,Tech,Micro: 1 to 9 employees,0,-0.3,0.3,0.3,0.3,0.1,-0.1,0.2,-0.1,0,0.1,0,0,-0.2,0.2,-0.2,-0.1,0.2,-0.2,0.2,0.2,0,0.04,0.10,0.03,0.01
TRUE,Marketing Manager,Tech,Small: 10 to 49 employees,0,0.2,-0.2,-0.2,0,0.1,-0.2,0.1,0.3,-0.1,0,0.1,0.2,-0.3,0.1,0.3,0,0.1,0.1,0.1,0.2,0,0.04,-0.05,0.10,0.08
TRUE,Director,Education,Small: 10 to 49 employees,0.29,0.1,-0.1,0,-0.1,0,0.1,-0.2,0.3,0.1,0.2,-0.2,0.2,0.1,0.3,-0.2,0,-0.1,-0.3,-0.2,0.2,0,0.04,0.00,0.07,0.00
TRUE,CTO,Education,Micro: 1 to 9 employees,0,0.3,0,-0.1,-0.1,0.1,-0.1,0,-0.3,0.1,0.1,-0.1,0.2,0.2,0.1,0.1,0.3,0.2,0.1,-0.2,0.1,0,0.04,0.02,0.00,0.11
TRUE,CTO,Fashion,Small: 10 to 49 employees,0,0,0.3,-0.2,-0.1,-0.2,0.2,0,0.1,0.5,-0.2,-0.3,1,-0.1,-0.3,0,0,0.2,0,0,0,0,0.04,0.00,0.18,0.08
TRUE,Public Relations,Finance,Small: 10 to 49 employees,0,0,0.1,0,-0.2,0.2,0.1,0.1,-0.1,-0.1,0.3,0,-0.3,0.1,-0.1,0.2,0.2,0.2,0.1,-0.1,0.2,0,0.04,0.03,-0.02,0.05
TRUE,CIO,Finance,Small: 10 to 49 employees,0.13,0,0.2,0.2,-0.2,-0.1,0,0,0.2,0,0.1,0.2,0,0,-0.2,-0.2,0.3,-0.1,-0.2,0.2,0.1,0,0.04,0.02,0.08,-0.01
TRUE,CEO,Tech,Medium: 50 to 249 employees,0.12,1,-0.1,0.1,0.1,-0.3,0.2,-0.1,0,-0.1,-0.2,-0.1,0.2,0,-0.1,-0.2,0,-0.1,-0.2,0.2,0.2,0,0.04,0.17,-0.05,0.00
TRUE,CFO,Retail,Micro: 1 to 9 employees,0.45,-0.2,0.3,-0.2,-0.2,0.2,0,-0.2,0.2,0.2,-0.3,-0.3,-0.2,0.2,0,-0.2,0,-0.2,0.3,0,0.2,0,0.04,-0.02,-0.10,0.01
TRUE,Legal,Finance,Large: 250 or more employees,0,0.3,0,0.2,0.1,0,-0.2,0.2,-0.1,0,-0.2,-0.1,0.2,0.1,-0.2,0.2,0.1,0.2,-0.2,0.2,0.2,0,0.04,0.07,0.00,0.08
TRUE,CFO,Tech,Medium: 50 to 249 employees,-0.24,-0.1,0.3,-0.2,0.3,0.3,0.3,0,-0.2,0.1,0.3,0.2,0.2,0.1,0.1,-0.3,-0.1,0.3,0.1,0.2,-0.2,0,0.04,0.15,0.10,0.04
TRUE,CEO,Healthcare,Micro: 1 to 9 employees,0.5,-0.2,-0.3,0.3,0.1,0,0.2,0,0.1,-0.2,0.1,0,0.1,-0.1,0,0,-0.3,0,-0.1,-0.1,-0.2,0,0.04,0.02,0.02,-0.07
TRUE,CEO,Entertainment,Micro: 1 to 9 employees,-0.24,-0.3,0.3,-0.2,0,0.2,0.2,0.3,0.2,-0.1,0.3,0.2,0,-0.2,0.2,0.3,0.3,0.2,-0.3,0.2,-0.1,0,0.04,0.03,0.15,0.06
TRUE,CFO,Hospitality,Micro: 1 to 9 employees,0.25,0.1,-0.3,-0.2,0.1,0.1,-0.3,0.1,-0.2,0.3,-0.1,-0.1,0.1,-0.1,0,0.2,0,0.2,0,0.3,0.1,0,0.04,-0.08,0.02,0.08
TRUE,Marketing Manager,Hospitality,Micro: 1 to 9 employees,0,0,0.1,0,-0.3,0.2,0.1,0.2,0.1,-0.2,-0.1,0.2,0.2,0.3,-0.2,0.1,0.1,-0.1,-0.2,0.1,0.3,0,0.04,0.02,0.07,0.06
TRUE,CIO,Entertainment,Micro: 1 to 9 employees,0.2,-0.2,-0.1,0.1,0.3,0.3,0.1,-0.1,-0.1,0.1,-0.2,0.2,-0.2,-0.3,0.1,0,0.2,0.2,-0.2,0,0.1,0,0.04,0.08,-0.05,-0.01
TRUE,CTO,Tech,Micro: 1 to 9 employees,0.37,0,0.2,0.3,-0.3,-0.2,-0.2,-0.2,-0.1,-0.2,-0.2,0.2,-0.1,0,-0.2,0.2,0.2,0.1,0.1,0.1,0.1,0,0.04,-0.03,-0.10,0.05
TRUE,CFO,Finance,Medium: 50 to 249 employees,0.2,0,0,0,0.3,-0.3,0.1,0.1,0.1,0,0,0,0,0,0,-0.2,0,0.3,0,0,0,0,0.04,0.02,0.03,0.01
TRUE,Technology,Finance,Micro: 1 to 9 employees,0.25,-0.3,0,0.3,0,0.1,0.3,-0.3,0,0.3,0,-0.2,0,0,-0.2,-0.2,-0.1,0,0.3,0,0.3,0,0.04,0.07,-0.03,0.01
TRUE,CFO,Automotive,Large: 250 or more employees,0,0.2,-0.3,0.2,-0.2,-0.3,0.2,0.2,0,0.1,0,0.3,0.2,0,-0.3,0.3,0.3,-0.2,0.3,-0.3,0.3,0,0.04,-0.03,0.13,0.06
TRUE,CTO,Healthcare,Large: 250 or more employees,0.5,-0.3,0.3,0.3,-0.3,-0.1,-0.3,-0.2,-0.3,-0.2,-0.3,-0.3,0.3,0.2,0.3,0.2,0,0.3,-0.3,0.2,0,0,0.04,-0.07,-0.17,0.12
TRUE,Sales,Entertainment,Medium: 50 to 249 employees,0,0.3,0,0.1,0,-0.2,0,0,0,0,0.3,0.1,0,0,0.3,-0.1,0,0,0,0.3,0,-0.1,0.04,0.03,0.07,0.04
TRUE,CTO,Fashion,Large: 250 or more employees,-0.25,0.3,0,0.3,0.3,-0.2,0.3,0,0.1,0.2,0.3,0.2,-0.2,0.3,-0.3,-0.3,0.2,0.3,0,0.3,-0.2,-0.2,0.04,0.17,0.10,-0.01
TRUE,Public Relations,Automotive,Small: 10 to 49 employees,0.03,0.2,-0.3,0.2,0,0.2,0.2,-0.3,0.3,0.2,0.3,0,0.2,-0.2,-0.3,0.2,-0.2,0,0.3,0.2,0,-0.3,0.04,0.08,0.12,-0.01
TRUE,Sales,Hospitality,Medium: 50 to 249 employees,0,0.2,-0.3,0.3,0.1,0.2,-0.3,0.3,0.2,0.3,0,0.3,0.2,-0.3,0.3,-0.2,-0.3,0.3,-0.3,-0.3,-0.3,0.3,0.03,0.03,0.22,-0.06
TRUE,Technology,Fashion,Large: 250 or more employees,0,0.2,0.3,-0.3,0,0.3,0.2,0.3,-0.3,-0.3,0,-0.2,0.2,0.3,0.2,-0.3,0.3,-0.2,-0.3,0,0,0.3,0.03,0.12,-0.05,0.05
TRUE,Sales,Education,Medium: 50 to 249 employees,0,0.2,0.3,-0.3,-0.3,0,0.3,0.3,-0.3,0.3,-0.1,-0.1,-0.3,0.2,0.3,0,-0.1,-0.3,0.3,0.3,-0.3,0.3,0.03,0.03,-0.03,0.04
TRUE,Legal,Real Estate,Large: 250 or more employees,0,0,0.3,-0.3,-0.2,-0.1,-0.1,0.3,-0.2,0.2,0.3,0.2,0.2,0,0.2,-0.3,-0.3,0.2,0.2,0,-0.2,0.3,0.03,-0.07,0.17,0.03
TRUE,Public Relations,Tech,Small: 10 to 49 employees,-0.1,0.3,-0.3,0.3,0.3,-0.3,-0.3,0,-0.3,0.2,-0.2,0.3,0.3,-0.2,-0.3,0.3,0.2,0.3,0.2,-0.3,0.2,0.3,0.03,0.00,0.05,0.10
TRUE,Public Relations,Fashion,Medium: 50 to 249 employees,0,-0.2,0.3,-0.3,0.3,0.3,0.2,-0.3,-0.3,0.3,0.1,0.2,0.2,-0.3,-0.2,0.3,0.3,0,0.3,-0.3,-0.3,0.2,0.03,0.10,0.03,0.02
TRUE,Product Development,IRA,Small: 10 to 49 employees,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.00,0.00,0.00
TRUE,Legal,tech,Medium: 50 to 249 employees,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.00,0.00,0.00
TRUE,Director,tech,Micro: 1 to 9 employees,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.00,0.00,0.00
TRUE,Director,tech,Micro: 1 to 9 employees,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.00,0.00,0.00
TRUE,Marketing Manager,fashion,Small: 10 to 49 employees,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.00,0.00,0.00
TRUE,CFO,tech,Large: 250 or more employees,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.00,0.00,0.00
TRUE,Legal,tech,Small: 10 to 49 employees,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.00,0.00,0.00
TRUE,CEO,Finance,Micro: 1 to 9 employees,0.5,-0.3,-0.1,0.1,-0.2,-0.3,-0.1,-0.1,-0.3,0.3,-0.3,0.1,-0.1,0.2,-0.2,0.2,0,0,0.1,0.3,0,0,0.03,-0.15,-0.07,0.05
TRUE,Legal,Fashion,Medium: 50 to 249 employees,0,-0.1,0.1,0.3,0.1,-0.1,0.2,0.2,-0.2,-0.3,-0.1,0.2,-0.3,0.2,-0.1,-0.1,0.2,0.2,-0.1,0.4,-0.1,0,0.03,0.08,-0.08,0.03
TRUE,Public Relations,Hospitality,Micro: 1 to 9 employees,0.25,-0.1,0,-0.2,-0.1,0,-0.1,-0.1,0.1,-0.2,0,-0.2,0.1,0,-0.2,0.3,-0.1,0.2,0.2,0.2,0.1,0,0.03,-0.08,-0.05,0.08
TRUE,Sales,Tech,Large: 250 or more employees,0.15,-0.2,-0.2,-0.1,-0.1,-0.3,0.2,-0.2,0,-0.1,0,0.3,0.3,0.3,-0.2,0.3,0.1,-0.3,0,0.2,0.2,0,0.03,-0.12,0.05,0.09
TRUE,CTO,Hospitality,Micro: 1 to 9 employees,0,0,-0.1,0.3,0.2,-0.1,-0.1,0.3,-0.3,0.2,0.1,0.1,0.1,0.1,0.3,-0.1,0,-0.1,-0.2,-0.2,0.2,0,0.03,0.03,0.08,0.01
TRUE,Legal,Tech,Micro: 1 to 9 employees,0.05,0.2,-0.3,-0.1,-0.2,0.2,-0.1,0.2,-0.1,0.2,-0.1,0.1,0.1,0,0.2,0.2,0.1,0.3,0.1,-0.2,-0.2,0,0.03,-0.05,0.07,0.06
TRUE,Marketing Manager,Real Estate,Micro: 1 to 9 employees,0,0.1,-0.1,-0.2,0,-0.1,0,0.2,0,0.1,0.2,0,0.1,0.3,0.1,0.2,0,0.1,-0.3,-0.1,0.1,0,0.03,-0.05,0.10,0.05
TRUE,Sales,Education,Small: 10 to 49 employees,0,0,0.1,-0.1,0.3,-0.2,-0.1,-0.3,0.1,0.1,0.1,-0.2,0.1,0.2,0.1,0.3,0.3,0,-0.2,-0.1,0.1,0,0.03,0.00,-0.02,0.08
TRUE,CIO,Automotive,Large: 250 or more employees,0,0.3,0.1,0,0.1,0.3,0.2,0.3,-0.3,0.3,-0.2,-0.1,-0.1,-0.2,-0.1,0.3,0.1,-0.1,-0.1,-0.2,0.1,0,0.03,0.17,-0.02,-0.03
TRUE,CFO,Finance,Micro: 1 to 9 employees,0,-0.2,0.1,-0.1,0,0.2,0.1,0.1,0.2,0.2,-0.1,0.1,-0.2,-0.1,0.2,-0.1,-0.1,-0.1,0.3,0.1,0.1,0,0.03,0.02,0.05,0.01
TRUE,CTO,Retail,Micro: 1 to 9 employees,0.03,-0.1,-0.1,0,-0.2,-0.1,0.1,0.2,0.3,0.2,0,0.1,-0.1,0.2,0.1,-0.3,-0.2,0.3,0.2,0,0,0,0.03,-0.07,0.12,0.02
TRUE,Sales,Automotive,Large: 250 or more employees,0,-0.1,0.1,0.2,-0.2,0.2,-0.3,-0.1,0.1,0.2,0.2,0.1,0.1,0.3,-0.2,0,-0.2,0.3,0.2,-0.2,0.1,0,0.03,-0.02,0.10,0.04
TRUE,Sales,Hospitality,Large: 250 or more employees,0.2,-0.2,0.2,0,0.1,-0.2,-0.1,-0.3,0.2,0.1,0.2,0.1,-0.2,0.1,0.1,-0.1,0.3,0.2,0,-0.3,-0.2,0,0.03,-0.03,0.02,-0.01
TRUE,CEO,Tech,Large: 250 or more employees,0.37,0.3,-0.3,0,0.1,0.1,-0.3,0.3,0.1,-0.1,-0.3,0,0.1,-0.2,0.2,0.3,-0.1,-0.3,0,-0.1,-0.1,0,0.03,-0.02,0.02,-0.02
TRUE,Technology,Automotive,Large: 250 or more employees,0.15,-0.3,-0.1,0,0,0,0.1,0.2,0.3,0.2,0.1,-0.2,0.3,-0.2,0.1,0.3,-0.1,0.1,-0.3,-0.2,-0.1,0,0.03,-0.05,0.15,-0.01
TRUE,Sales,Entertainment,Medium: 50 to 249 employees,0,-0.1,-0.3,0,0.2,-0.3,0.3,0.1,-0.1,-0.1,-0.1,0.1,0.3,-0.3,0.3,0.3,0.1,-0.1,0.3,0.2,0,0,0.03,-0.03,0.03,0.11
TRUE,Public Relations,Entertainment,Small: 10 to 49 employees,0,-0.3,-0.2,0.1,0.3,0.1,0.1,-0.3,0.1,-0.1,0.3,0.2,0.2,0.1,0.1,-0.3,0.2,-0.3,0.3,-0.2,0.2,0,0.03,0.02,0.07,0.03
FALSE,CFO,Entertainment,Small: 10 to 49 employees,-0.08,-0.1,0,-0.1,0.1,0.3,-0.2,0.2,0.2,0.1,-0.1,0.1,0.1,0.3,0.2,-0.3,-0.1,0.3,0,-0.2,0.2,0,0.03,0.00,0.10,0.05
TRUE,CFO,Real Estate,Micro: 1 to 9 employees,0,0.1,0,-0.1,0.2,0.3,-0.1,0,-0.1,-0.1,0,0.2,0.1,-0.2,0.2,0.1,-0.2,0.1,0.2,0.1,0,0,0.03,0.07,0.02,0.04
TRUE,Legal,Tech,Micro: 1 to 9 employees,0,0.1,-0.1,-0.2,-0.2,-0.3,0.3,0.3,0.2,-0.1,0.2,0.2,0.2,-0.1,-0.1,0.2,-0.1,0,0,0.3,-0.1,0,0.03,-0.07,0.17,0.03
TRUE,CEO,Hospitality,Medium: 50 to 249 employees,0,0,-0.2,0,-0.2,-0.1,0.2,0.2,0.2,0.1,0.2,-0.3,0.1,0.2,-0.1,-0.2,0.2,0,0.1,0.2,0,0,0.03,-0.05,0.08,0.05
TRUE,CEO,Automotive,Micro: 1 to 9 employees,0,0.1,0.3,0.2,-0.2,0,-0.2,0.3,0.1,-0.3,-0.2,0.2,0.1,0.1,0.1,-0.3,0.3,0.2,-0.3,-0.1,0.3,0,0.03,0.03,0.03,0.04
TRUE,Marketing Manager,Fashion,Micro: 1 to 9 employees,0,0.2,0,-0.2,-0.2,0.1,0.2,0.2,-0.2,0.1,0.1,0.2,0,0.1,-0.2,-0.2,0.2,0,-0.1,0.1,0.2,0,0.03,0.02,0.07,0.01
TRUE,Marketing Manager,Education,Micro: 1 to 9 employees,-0.19,-0.2,0.2,0,0,0.2,0.2,0.3,-0.1,0,0.1,0.2,0.2,-0.2,-0.1,0,0.2,0.2,0.1,-0.2,0.2,0,0.03,0.07,0.12,0.04
TRUE,Public Relations,Hospitality,Micro: 1 to 9 employees,0,-0.2,0.1,0.3,0.1,-0.2,0,0.2,0,-0.2,-0.1,0.3,-0.1,0.1,0,0.2,-0.2,-0.2,0.2,0.2,0.2,0,0.03,0.02,0.02,0.04
TRUE,CTO,Finance,Micro: 1 to 9 employees,0,0,0.2,0.1,0.1,-0.2,0.1,-0.2,0.2,-0.2,-0.3,-0.2,0.1,0.2,-0.3,0.1,0.3,-0.1,0.3,0.2,0.2,0,0.03,0.05,-0.10,0.10
TRUE,Technology,Healthcare,Micro: 1 to 9 employees,-0.17,0.3,0.2,0.3,-0.3,0.1,-0.3,-0.3,-0.3,-0.2,0.3,0.3,0.3,-0.2,0.3,-0.3,0.3,-0.2,0.2,0.3,0.3,0,0.03,0.05,0.02,0.10
TRUE,CIO,Fashion,Large: 250 or more employees,0,0.1,-0.3,0,0.3,-0.2,-0.1,0.2,0.2,0.3,0,-0.2,0.1,0.2,-0.2,0.3,-0.3,0.2,0.3,0,-0.2,0,0.03,-0.03,0.10,0.04
TRUE,Marketing Manager,Automotive,Small: 10 to 49 employees,0.15,0,0.2,0.3,0.2,-0.3,0,-0.3,0,-0.2,-0.2,0.2,-0.2,0,-0.3,0.3,0.3,0.3,0,0.3,-0.3,0,0.03,0.07,-0.12,0.04
TRUE,CEO,Education,Large: 250 or more employees,-0.25,0.3,0.3,-0.3,0,0.3,0.3,-0.3,-0.2,-0.3,0.2,0.2,0.2,-0.3,0.3,0.3,0.2,0.3,0.3,-0.3,0,-0.1,0.03,0.15,-0.03,0.09
TRUE,CFO,Entertainment,Small: 10 to 49 employees,0,0.1,0.3,0,0.2,0.2,0.3,0.2,-0.3,-0.3,-0.3,-0.2,0.2,0.3,0.2,0.2,-0.2,0,0.3,-0.2,-0.1,-0.2,0.03,0.18,-0.12,0.05
TRUE,Legal,Education,Micro: 1 to 9 employees,0,0.1,0,0.2,0.3,-0.3,-0.1,0.3,0.2,0.2,-0.2,0,0.3,0,0.3,-0.3,0.2,-0.2,0.3,-0.3,-0.2,-0.2,0.03,0.03,0.13,-0.01
TRUE,CTO,Fashion,Medium: 50 to 249 employees,0,0.1,-0.3,0.2,0.3,0.2,-0.2,-0.3,-0.1,0.3,0.3,-0.2,0,0.3,-0.3,0,0.2,0.2,0.3,-0.2,0.3,-0.3,0.03,0.05,0.00,0.05
TRUE,Public Relations,Education,Medium: 50 to 249 employees,0.4,-0.1,-0.3,0,-0.2,0.2,-0.2,0.3,0,-0.3,0,0.3,0,0.3,0,0.3,-0.3,-0.3,0.3,-0.3,0,-0.3,0.03,-0.10,0.05,-0.03
TRUE,Legal,Automotive,Small: 10 to 49 employees,0.03,0.2,-0.2,-0.2,0.3,0.3,0,-0.1,-0.2,0.3,0,0,0,-0.3,-0.3,0.3,0.2,-0.3,0.1,-0.2,0.3,0.3,0.02,0.07,0.00,0.01
TRUE,CTO,Healthcare,Large: 250 or more employees,0.25,0.3,-0.3,-0.3,0.2,0,0,0.3,0.1,0.3,0.2,-0.3,-0.2,-0.3,0.2,0.2,-0.2,-0.2,0,-0.3,-0.2,0.3,0.02,-0.02,0.07,-0.07
TRUE,Marketing Manager,Automotive,Large: 250 or more employees,0,-0.2,0.2,-0.2,-0.3,-0.2,-0.2,0.3,0.3,-0.3,0.3,0.3,-0.3,0.3,0.1,-0.2,-0.3,0.3,-0.3,0.3,0.2,0.3,0.02,-0.15,0.10,0.04
TRUE,CIO,Retail,Large: 250 or more employees,0,-0.3,-0.1,0,-0.1,0.3,-0.3,0.3,0.2,0.2,0.2,0,-0.3,0.3,-0.3,-0.3,0.3,0,-0.2,0,0.3,0.2,0.02,-0.08,0.10,0.00
TRUE,Public Relations,Automotive,Medium: 50 to 249 employees,0.2,-0.3,-0.3,-0.3,0,0.3,0.3,0.2,0.3,0.3,-0.3,-0.3,0,0.3,0.2,-0.3,-0.3,0,0.3,-0.3,-0.1,0.2,0.02,-0.05,0.03,0.00
TRUE,Legal,Entertainment,Medium: 50 to 249 employees,0,0.2,0.3,0.2,0.3,-0.2,0.3,0,0.3,0.3,-0.3,-0.3,-0.1,-0.3,-0.3,-0.3,0.3,0.3,-0.2,-0.3,0.3,0.1,0.02,0.18,-0.02,-0.05
TRUE,Marketing Manager,Retail,Small: 10 to 49 employees,0,0.3,0.3,0,0.3,0,0.2,-0.3,-0.3,0,0.3,0.3,-0.3,-0.1,-0.3,-0.3,-0.3,-0.3,0.3,0.3,0.3,0.1,0.02,0.18,-0.05,-0.06
TRUE,CFO,MEDIA,Micro: 1 to 9 employees,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.00,0.00,0.00
TRUE,Director,Hospitality,Small: 10 to 49 employees,0.15,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.00,0.00
TRUE,CFO,Automotive,Micro: 1 to 9 employees,-0.17,0.3,0.3,0,0.1,-0.1,0,0,0.1,0.1,0.2,0.3,0.1,-0.1,-0.3,0.2,0.2,-0.1,-0.1,-0.3,0.2,0,0.02,0.10,0.13,-0.02
TRUE,Technology,Healthcare,Large: 250 or more employees,0,0,0.2,0.3,-0.3,-0.3,0.1,-0.1,0.3,-0.2,0.3,-0.2,0,-0.2,-0.1,0.3,0.3,-0.1,0.1,0.1,0,0,0.02,0.00,0.02,0.04
TRUE,Public Relations,Tech,Large: 250 or more employees,0,0.2,0,0,0.2,0.3,0.3,0,-0.1,0,0,0.3,-0.1,-0.3,0.1,-0.2,-0.2,0.1,0.1,-0.1,-0.1,0,0.02,0.17,0.02,-0.07
TRUE,Technology,Tech,Micro: 1 to 9 employees,0,0.2,0.1,0.1,0,0.1,0.3,-0.2,0.1,-0.2,-0.1,0,0.1,0,0,0,0,-0.2,0.3,-0.1,-0.1,0,0.02,0.13,-0.05,0.00
TRUE,CIO,Automotive,Small: 10 to 49 employees,0.15,0.2,0.3,-0.2,0,0.1,0,-0.2,-0.1,-0.1,0,0,0,0.2,-0.2,-0.1,-0.1,-0.1,0.2,-0.1,0.2,0,0.02,0.07,-0.07,0.00
TRUE,Marketing Manager,Automotive,Small: 10 to 49 employees,0,0.2,-0.2,0.1,0.1,-0.1,-0.2,0.2,-0.1,0.2,0,0.1,0.3,-0.3,0.1,-0.2,-0.1,0.1,0.2,-0.2,0.3,0,0.02,-0.02,0.12,0.02
TRUE,Sales,Hospitality,Small: 10 to 49 employees,0,0.3,0,0.2,0.2,-0.1,0.8,0.1,0.1,-0.2,0,-0.3,-0.1,-0.2,-0.1,-0.2,0.1,-0.2,-0.1,-0.1,0.3,0,0.02,0.23,-0.07,-0.06
TRUE,CFO,Education,Micro: 1 to 9 employees,0,0.3,0.2,0,-0.1,-0.2,-0.1,-0.1,-0.2,0.2,0.1,-0.1,0.2,0.1,0.1,0.1,0.2,-0.3,0.2,-0.2,0.1,0,0.02,0.02,0.02,0.05
TRUE,Sales,Retail,Medium: 50 to 249 employees,0,0.2,-0.3,0.1,-0.2,-0.1,-0.2,0.3,0.1,0,0,0.1,0.1,0.2,0.1,0.1,-0.1,0.2,0.1,-0.1,-0.1,0,0.02,-0.08,0.10,0.05
TRUE,Technology,Education,Micro: 1 to 9 employees,0,-0.1,-0.1,0.1,0.1,0.1,0.2,-0.3,-0.2,0.2,0.3,0.1,-0.2,0.1,0.1,0.1,-0.1,0.2,0,-0.1,0,0,0.02,0.05,-0.02,0.01
TRUE,Public Relations,Hospitality,Micro: 1 to 9 employees,0,-0.1,0.3,0.3,0.1,0.1,0,0.3,-0.2,-0.2,-0.1,0.2,0.1,0.2,-0.2,-0.2,0.1,-0.1,-0.1,0.3,-0.3,0,0.02,0.12,0.02,-0.02
TRUE,Marketing Manager,Finance,Small: 10 to 49 employees,0.03,-0.1,0.3,0.2,-0.1,0.2,-0.3,0.2,-0.1,-0.1,0.2,-0.1,-0.1,-0.2,0.2,-0.2,0.3,0.2,-0.2,0,0.1,0,0.02,0.03,0.00,0.01
TRUE,Sales,Hospitality,Micro: 1 to 9 employees,0,-0.3,0,0.3,0.2,0.3,0.1,0.2,-0.1,0.2,0,0.2,-0.1,0.1,-0.3,-0.1,-0.1,-0.1,-0.2,-0.1,0.3,0,0.02,0.10,0.07,-0.06
TRUE,Marketing Manager,Healthcare,Large: 250 or more employees,0.05,0,-0.3,0.2,-0.1,0.3,-0.3,-0.2,0,0.2,0.2,-0.3,-0.1,0.1,0.2,0.1,0.1,0.2,0,0.3,-0.3,0,0.02,-0.03,-0.03,0.06
TRUE,Technology,Fashion,Large: 250 or more employees,0,0.2,0.1,-0.1,-0.3,0.2,0.1,0.1,-0.1,0.1,0,0.3,-0.1,0.2,0,0,-0.1,-0.2,0.3,-0.1,0,0,0.02,0.03,0.05,0.00
TRUE,Marketing Manager,Healthcare,Small: 10 to 49 employees,-0.2,0,0.3,-0.3,-0.1,0.2,0.2,-0.1,0.3,0.1,0.2,-0.1,0,0.2,0.3,-0.2,0.2,-0.2,0,0,0.1,0,0.02,0.05,0.07,0.04
TRUE,CEO,Retail,Micro: 1 to 9 employees,-0.24,0.1,-0.2,0.2,0.1,0.1,0.2,-0.2,0.3,0.3,0.1,0,0.1,0.1,0.2,0.3,-0.1,-0.3,-0.2,0.1,-0.1,0,0.02,0.08,0.10,0.01
TRUE,CIO,Finance,Large: 250 or more employees,0,0,0.3,0.1,-0.3,0.1,0.1,0.2,-0.2,-0.1,0.1,0.1,0.1,0.2,-0.1,-0.1,0.1,0.1,-0.3,0.2,-0.2,0,0.02,0.05,0.03,0.00
